افریقہ	Afrika
روگر ماٹن ڈو گاڈ	Roger Martin du Gard
خشیارشا اول	Xerxes I
ورنروون ہایڈنسٹام	Verner von Heidenstam
پیٹرک وائٹ	Patrick White
جوزا	Tweelingen (astrologie)
بحر الکاہل جزائر اعتماد علاقہ	Trustschap van de Pacifische Eilanden
ایڈورڈ سوم	Eduard III van Engeland
پیچش	Dysenterie
برطانوی راج	Brits-Indië
سینتورینی	Thera
شاہ بلوط	Kastanje
خان کندی	Stepanakert
صوبہ تکیرداغ	Tekirdağ (provincie)
توہوکو علاقہ	Tohoku (regio)
گونما پریفیکچر	Gunma (prefectuur)
جسوننو	Jasionno
یٹی	Verschrikkelijke sneeuwman
ازمیت	İzmit
سینٹ-برانچر	Saint-Brancher
سینٹ-مارٹن-سر-اکڑے، یونے	Saint-Martin-sur-Ocre (Yonne)
ایڈوبی فوٹو شاپ	Adobe Photoshop
الزبتھ برکلے	Elizabeth Berkley
جنگ آزادی ہند 1857ء	Indiase opstand van 1857
رچمنڈ، یوٹاہ	Richmond (Utah)
ایڈورڈ معترف	Eduard de Belijder
رینڈولف، یوٹاہ	Randolph (Utah)
کوہ مک کینلی	Mount McKinley
کوہ اطلس	Atlasgebergte
نارویچ	Norwich (Verenigd Koninkrijk)
سرخ پوپی	Grote klaproos
گرفن	Griffioen
آتون	Aton
جارجیائی سوویت اشتراکی جمہوریہ	Georgische Socialistische Sovjetrepubliek
میتو	Mitú
ینی چری	Janitsaren
عشتروت	Astarte
کرغیز سوویت اشتراکی جمہوریہ	Kirgizische Socialistische Sovjetrepubliek
استونیائی سوویت اشتراکی جمہوریہ	Estische Socialistische Sovjetrepubliek
اینیریدا، گواینیا	Inírida
ہیوگو پریفیکچر	Hyogo (prefectuur)
اوز کا نرالا جادوگر	De tovenaar van Oz
میازاکی پریفیکچر	Miyazaki (prefectuur)
پویرتو کارینو	Puerto Carreño
کوماموتو پریفیکچر	Kumamoto (prefectuur)
Phenol	Fenol
Riboflavin	Riboflavine
بکتر بند لڑاکا ناقل	Pantservoertuig
تاے ننہ	Tây Ninh (thị xã)
لاڈوز	Laduz
پائیداری عناصر	Isotopentabel (in delen)/kb
مزار شریف	Mazar-i-Sharif
الاقصر	Luxor
صوبہ مانیسا	Manisa (provincie)
جزائر شفارین	Islas Chafarinas
جبوون	Jabłoń (Lublin)
فلپ دوم مقدونی	Philippus II van Macedonië
ولندیزی سلطنت	Nederlandse koloniën
مگ-29	Mikojan-Goerevitsj MiG-29
نانگا پربت	Nanga Parbat
خطائے حس	Hallucinatie
جنوبی ايشيا ميں سونامی	Zeebeving Indische Oceaan 2004
عنفہ	Turbine
پاپیٹی	Papeete
اطلس	Atlas (mythologie)
ذراتی مسرع	Deeltjesversneller
مشرقی کیپ	Oost-Kaap
عظیم لبنان	Groot-Libanon
مناخم بیگن	Menachem Begin
حانوکا	Chanoeka
لہسن دُب	Daslook
اڈیپس	Oedipus
کنگمین ریف	Kingman (rif)
تثنیہ تعلق	Tweeplaatsige relatie
ڈہلیا	Dahlia
الیکٹرو سکوپ	Elektroscoop
جزیرہ نما یوکاتان	Yucatán (schiereiland)
وضعی لفظ	Neologisme
ڈی این اے تنسخ	Replicatie (DNA)
معادلہ تعلق	Equivalentierelatie
ہارون الرشید	Haroen ar-Rashid
جزیرہ جانسٹن	Johnston (atol)
مثبتیت	Positivisme
نرسنگوں کی عید	Rosj Hasjana
سان اندریس (جزیرہ)	San Andrés (eiland)
کتاب آستر	Ester (boek)
کتاب واعظ	Prediker (boek)
1954 فیفا عالمی کپ	Wereldkampioenschap voetbal 1954
فہرست امریکی شہر بلحاظ آبادی	Lijst van steden in de Verenigde Staten naar inwonertal
ناخچیوان خود مختار جمہوریہ	Nachitsjevan
مساحیات	Geodesie
کلسیوں کے نام پولس رسول کا خط	Brief van Paulus aan de Kolossenzen
تھسلنیکیوں کے نام کا دوسرا خط	Tweede brief van Paulus aan de Tessalonicenzen
تھسلنیکیوں کے نام کا پہلا خط	Eerste brief van Paulus aan de Tessalonicenzen
فضائی آلودگی	Luchtvervuiling
بانیا لوکا	Banja Luka (stad)
تخدیر	Anesthesie
جبریت	Determinisme (filosofie)
پرچم چین	Vlag van de Volksrepubliek China
شیریں عبادی	Shirin Ebadi
مانویت	Manicheïsme
تیمتھیس کے نام پہلا خط	Eerste brief van Paulus aan Timoteüs
ٹیلر سلسلہ	Taylorreeks
Propane	Propaan
جزیرہ ہرڈ و جزائر مکڈونلڈ	Heard en McDonaldeilanden
تزویق	Cosmetica
محاس (مشعہ)	Antenne (straling)
خلیج تھائی لینڈ	Golf van Thailand
نظریۂ اطلاعات	Informatietheorie
زعتر	Tijm
اورنجسٹیڈ، اروبا	Oranjestad (Aruba)
فکری ملکیت	Intellectuele eigendom
کریمس آن در دوناو	Krems an der Donau
بحیرہ بیوفورت	Beaufortzee
انٹرنیشنل سٹینڈرڈ سیریل نمبر	International Standard Serial Number
گیفو پریفیکچر	Gifu (prefectuur)
اشیکاوا پریفیکچر	Ishikawa (prefectuur)
ویکیپیڈیا:کتابی وسائل	Wikipedia:Boekinformatie
نارا پریفیکچر	Nara (prefectuur)
گنجہ	Gəncə
صوبہ ماردین	Mardin (provincie)
بین الاقوامی نظام اکائیاتی سابقہ جات	SI-voorvoegsel
حمص	Homs
ہیلو ورلڈ پروگرام	Hello world (programma)
جزیرہ ہاولینڈ	Howland (eiland)
واکایاما پریفیکچر	Wakayama (prefectuur)
تابوت سکینہ	Ark van het Verbond
جون ریمن جیمنیز	Juan Ramón Jiménez
شیزوکا پریفیکچر	Shizuoka (prefectuur)
مصراتہ	Misratah (stad)
جینٹ جیکسن	Janet Jackson
آیونڈ جوہنسن	Eyvind Johnson
آراس	Arras
آذربائیجان سوویت اشتراکی جمہوریہ	Azerbeidzjaanse Socialistische Sovjetrepubliek
چاموعز	Gems (dier)
پنڈورا	Pandora (mythologie)
اوآہو	Oahu
نیشاپور	Nisjapoer
ذوالفقار علی بھٹو	Zulfikar Ali Bhutto
شیگا پریفیکچر	Shiga (prefectuur)
صحرائے نمیب	Namibwoestijn
کم بیسینجر	Kim Basinger
صوبہ مالاطیہ	Malatya (provincie)
صوبہ موش	Muş (provincie)
بین الا قوامی خط تاریخ	Internationale datumgrens
مراد ثانی	Murat II
خلافت	Kalifaat
لوئس ڈاگئیوری	Louis Daguerre
بحیرہ تیمور	Timorzee
خود تغذی	Autotroof
کتب خانہ کانگریس	Library of Congress
کتاب یسعیاہ	Jesaja (boek)
نظریۂ مخطط	Grafentheorie
ہجرت مدینہ	Hidjra
کارل ایڈلف گجرلپ	Karl Adolph Gjellerup
تیمتھیس کے نام کا دوسرا خط	Tweede brief van Paulus aan Timoteüs
شرناق	Şırnak (stad)
برقی مولّد	Generator (energietechniek)
علم غیب	Esoterie
کسان	Agrariër
بومر ینگ	Boemerang
بھارت کی ریاستیں اور عملداریاں	Lijst van staten en territoria van India
توما کی انجیل	Evangelie van Thomas (Nag Hammadi)
کلاوڈ سمن	Claude Simon
جزائر ڈوڈکینیز	Dodekanesos
صحرائی لومڑ	Fennek (vos)
انسٹی ٹیوٹ برائے الیکٹریکل اور الیکٹرانکس انجینئرز	Institute of Electrical and Electronics Engineers
پناہگزیں	Vluchteling
ولٹاوا	Moldau
پوست	Slaapbol
کتاب یرمیاہ	Jeremia (boek)
1938 فیفا عالمی کپ	Wereldkampioenschap voetbal 1938
صوبہ قرقلرایلی	Kırklareli (provincie)
وینر نیوشٹڈ	Wiener Neustadt
ناتال، شمالی ریو گرانڈی	Natal (Brazilië)
کتاب عزرا	Ezra (boek)
شکودر	Shkodër (stad)
کتاب نحمیاہ	Nehemia (boek)
کتاب یوایل	Joël (boek)
تمغا	Medaille
قازقستان کا پرچم	Vlag van Kazachstan
پولوکوانے	Pietersburg
صوبہ قم	Qom (provincie)
جنینیات	Embryologie
عدن	Aden (stad)
بٹ کوئن	Bitcoin
الکحولی التہاب جگر	Leverontsteking
عاد اعظم	Grootste gemene deler
سر ہمفری ڈیوی	Humphry Davy
کثیرالوسیط	Multimedia
چینی سال نو	Chinees nieuwjaar
چپچپات	Lijm
ست	Seth (mythologie)
عمل تصعید	Sublimatie
اپیل، زامبوانگا سیبوگائے	Ipil
ربڑ	Rubber
س گراونمویر	's Gravenmoer
آسٹریائی سلطنت	Keizerrijk Oostenrijk
جورج دوم	George II van Groot-Brittannië
ایکس بوکس	Xbox
لوریشیا	Laurazië
گورنر	Gouverneur
کالی	Kali (godin)
ثانیہ مرزا	Sania Mirza
ابون راتچاتھانی	Ubon Ratchathani (stad)
سینٹ-مارک	Saint-Marc (Haïti)
کرما	Karma
تھیرواد	Theravada (boeddhisme)
تخیلہ	Fantasy (genre)
آیور ویدک	Ayurveda
ابلاغی دستور	Netwerkprotocol
ماپومالانگا	Mpumalanga
شمالی کیپ	Noord-Kaap
ترقی یافتہ ملک	Ontwikkeld land
کانتو علاقہ	Kanto (regio)
1950 فیفا عالمی کپ	Wereldkampioenschap voetbal 1950
1990 فیفا عالمی کپ	Wereldkampioenschap voetbal 1990
1958 فیفا عالمی کپ	Wereldkampioenschap voetbal 1958
ڈائنا (دیوی)	Diana (mythologie)
اقوام متحدہ کے اعلیٰ کمشنر برائے مہاجرین	Hoge Commissaris voor de Vluchtelingen
تیراسپول	Tiraspol
کمیلو جوز کیلا	Camilo José Cela
زیرہ	Komijn
برقی دوران	Elektrisch netwerk
صوبہ مرسین	Mersin (provincie)
باختر	Bactrië
حیروغلیفی	Egyptische hiërogliefen
1970 فیفا عالمی کپ	Wereldkampioenschap voetbal 1970
مامودزو	Mamoudzou
ویلمسٹیڈ	Willemstad (Curaçao)
سینٹ جوہن پرس	Saint-John Perse
ہیری مارٹنسن	Harry Martinson
ڈیرک ولکوٹ	Derek Walcott
نیگاتا پریفیکچر	Niigata (prefectuur)
یماناشی پریفیکچر	Yamanashi (prefectuur)
فرانس ایمل سلانپا	Frans Eemil Sillanpää
دریائے جمنا	Yamuna
براٹسک	Bratsk
گندم سیاه	Boekweit
نسخۂ کامل	Fax
شیمانے پریفیکچر	Shimane (prefectuur)
اربیل	Arbil (stad)
خلیج کیلی فورنیا	Golf van Californië
قتل	Moord
دوالا	Douala
سینٹ-ہروے	Saint-Hervé
امیر البحر	Admiraal
آرمینیائی سوویت اشتراکی جمہوریہ	Armeense Socialistische Sovjetrepubliek
نیمو کی تلاش	Finding Nemo
بحیرہ گرین لینڈ	Groenlandzee
رافعہ	Lift (transport)
تویاما پریفیکچر	Toyama (prefectuur)
اوکایاما پریفیکچر	Okayama (prefectuur)
صوبہ بوشہر	Bushehr (provincie)
صحرائے تکلامکان	Taklamakan
افریقہ جنوب صحرا	Sub-Saharisch Afrika
انسنہ	Antropomorfisme
یوم کِپور	Jom Kipoer
فلوریانوپولس	Florianópolis (gemeente)
گرو ہارلم برنت لاند	Gro Harlem Brundtland
سنگی طباعت	Lithografie
سیمویل یوسف اگنون	Sjmoeël Joseef Agnon
سوزن سیرینڈن	Susan Sarandon
درہ	Bergpas
ویرخویانسک	Verchojansk
ولیم بیرنٹس	Willem Barentsz
ڈنیڈن	Dunedin
گاؤتنگ	Gauteng
ویلیویسک	Viljoejsk
ویلیوچنسک	Viljoetsjinsk
ہیملٹن، انٹاریو	Hamilton (Ontario)
شانلیعرفا	Şanlıurfa (stad)
پاتراس	Patras (stad)
سرکین	Ethyn
آیزو 3166-2	ISO 3166-2
اورخان اول	Orhan I
جروکن کاؤنٹی	Powiat Jarociński
کامیکازی	Kamikaze
اسکوائش	Squash
میتھی	Fenegriek
اخوان المسلمین	Moslimbroederschap
رسولی	Tumor
مقاحد	Sonar
انقسام	Mitose
احتراق	Verbranding
متوالیہ (ریاضی)	Rij (wiskunde)
تورک کاؤنٹی	Powiat turecki
ایف-22 ریپٹر	Lockheed Martin F-22 Raptor
زمان و مکاں	Ruimtetijd
حتحور	Hathor (godin)
سرحد (ممالک)	Grens
یوکرینی سوویت اشتراکی جمہوریہ	Oekraïense Socialistische Sovjetrepubliek
وادی ملوک	Vallei der Koningen
شہر ریاست	Stadstaat
ربی	Rabbijn
تعلم	Leren
الیاس علیہ السلام	Elia (profeet)
معاہدہ جنیوا	Geneefse Conventies
جان بیئر	John Logie Baird
التامیرا	Altamira (grot)
ہواکشتی	Luchtschip
سائلنس آف دا لیمبز	The Silence of the Lambs (film)
غزل (طبیعیات)	Spin (kwantummechanica)
رنگ اندھا پن	Kleurenblindheid
سینٹ-فلیکیں ، آرڈیچے	Saint-Félicien
سینٹ-جوڑے-دندرے	Saint-Jeure-d'Andaure
طاعون	Pest (ziekte)
لافاری، ارڈیچی	Lafarre (Ardèche)
کرہ ارض	Globe
لاباٹی-دانڈوری	Labatie-d'Andaure
بٹ ٹورنٹ	BitTorrent
معمول توزیع	Normale verdeling
فوکوئی پریفیکچر	Fukui (prefectuur)
جزائر ایشمور و کارٹیر	Ashmore- en Cartiereilanden
انکسار	Diffractie
اوئیتا پریفیکچر	Oita (prefectuur)
توتوری پریفیکچر	Tottori (prefectuur)
الومناتی	Illuminati (orde)
ابتدائی طبی امداد	Eerste Hulp bij Ongevallen
انس الدم	Hemofilie
طوفان نوح	Zondvloed
سنبلہ	Maagd (astrologie)
نواز شریف	Nawaz Sharif
کوچی پریفیکچر	Kochi (prefectuur)
فرانسیسی بین الاقوامی تنظیم	Francophonie
جزیرہ میلویل (شمالی علاقہ جات اور نناوت)	Melville-eiland (Canada)
ابوسمبل	Aboe Simbel
ایمیزن	Amazonen
صوبہ قر شہر	Kırşehir (provincie)
Butane	Butaan
لافاری	Lafare
1966 فیفا عالمی کپ	Wereldkampioenschap voetbal 1966
صوبہ اردبیل	Ardebil (provincie)
ٹینیسی ولیمز	Tennessee Williams
نباتی تنا	Stengel
طرسوس، مرسین	Tarsus (stad)
مرسین	Mersin (stad)
دھرم	Dharma
ایجے	Agey
صوبہ کردستان	Kordestan
میزان	Weegschaal (astrologie)
عقرب	Schorpioen (astrologie)
صوبہ آذربائیجان غربی	West-Azerbeidzjan
صوبہ سینوپ	Sinop (provincie)
صوبہ مرکزی	Markazi
نویاتی بجلی گھر	Kerncentrale
فلا ویس یو سیفس	Flavius Josephus
نیوٹن کا قانون عالمی ثقالت	Gravitatiewet van Newton
سینٹ-انتھوت	Saint-Anthot
سینٹ-ژاں -دے-بواف	Saint-Jean-de-Bœuf
سین-مرے-سر-اوچھے	Sainte-Marie-sur-Ouche
پورٹ سعید	Port Said
سوئیز	Suez
ایڈورڈ کینیڈی	Edward Kennedy
کلمہ نویسی	Transliteratie
سنگل (موسیقی)	Single (muziek)
سیلینیتسا	Selenicë
یواسکولا	Jyväskylä
زیرگی	Bestuiving
سائیتاما	Saitama (stad)
چوبو علاقہ	Chubu
اریک ایکسل کارل فیلڈ	Erik Axel Karlfeldt
ویسنٹیالیکزینڈری	Vicente Aleixandre
Niacin	Nicotinezuur
ایکسٹر	Exeter (Verenigd Koninkrijk)
سان اندریس، سان اندریس و پروودینسیا	San Andrés (stad)
قہرمان مرعش	Kahramanmaraş (stad)
دریائے سینٹ لارنس	Saint Lawrence (rivier)
دالنیریچینسک	Dalneretsjensk
ایلات	Eilat
تحلیلی ہندسہ	Analytische meetkunde
بقریہ	Vaccin
عبدالحمید ثانی	Abdülhamit II
دیوار گریہ	Westmuur
سٹوک آن ٹرینٹ	Stoke-on-Trent
لیمپوپو	Limpopo (provincie)
یوراگوئے قومی فٹ بال ٹیم	Uruguayaans voetbalelftal
پکھراج	Topaas
جنگی جرائم	Oorlogsmisdaad
گرینڈ فورکس کاؤنٹی	Grand Forks County
کڈر کاؤنٹی، شمالی ڈکوٹا	Kidder County
سرخ ہرم	Rode piramide van Snofroe
دولینسک، سخالن اوبلاست	Dolinsk
سپرنگفیلڈ، مسوری	Springfield (Missouri)
گوگل ترجمہ	Google Translate
یلیزوفو	Jelizovo
فولٹن، الینوائے	Fulton (Illinois)
ارزنجان	Erzincan (stad)
زامس لیگ ویر	Zaamslagveer
زباکک	Zabakuck
زابل تتس	Zabeltitz
زابنس تت	Zabenstedt
اعلیٰ تعلیم	Hoger onderwijs
تازربو	Tazirbu
سلسلہ چشتیہ	Chishtiyya
سینٹ-البن-این -مونٹاگنے	Saint-Alban-en-Montagne
سنداکان	Sandakan
کوتا کینابالو	Kota Kinabalu
وکیل	Agent
سینٹ-آندرے-این -وورائس	Saint-André-en-Vivarais
سینٹ-لارنٹ-لیس-بانس	Saint-Laurent-les-Bains
آذربائیجان کی انتظامی تقسیم	Bestuurlijke indeling van Azerbeidzjan
سینٹ-اگریوے	Saint-Agrève
شہرستان ایران	Sharestan
ہیدر واندیون	Heather Vandeven
آئرلینڈ کرکٹ ٹیم	Iers cricketelftal
سکیچی ٹویوڈا	Sakichi Toyoda
مورگن کاؤنٹی، الاباما	Morgan County (Alabama)
معاہدۂ ادرنہ	Verdrag van Adrianopel
سمع پیما	Audiometer
بیا آرتھر	Beatrice Arthur
شاری مخطط	Logografisch schrift
کوم امبو	Kom Ombo
زبیرزوو، لیسسر پولینڈ صوبہ	Zabierzów (Klein-Polen)
زبید	Zabid
ضبٹز	Zabitz
زبوک	Zabok
زبروشانے	Zabrušany
صوبہ زابل	Zabul
سگینے، کیوبک	Saguenay (stad)
زاکاٹیکاس (شہر)	Zacatecas (stad)
ظہور 2012ء	2012-fenomeen
مملکت اکسوم	Koninkrijk Aksum
بڑا کڈو	Grote koedoe
کریمیائی خودمختار سوویت اشتراکی جمہوریہ	Krimse Autonome Socialistische Sovjetrepubliek
زچنبرگ	Zachenberg
لا پوما ڈیپارٹمنٹ	La Poma (departement)
پانی پت	Panipat (stad)
زچوٹین	Zachotín
زیا، روس	Zeja (stad)
ماناواتو-وانگانوی	Manawatu-Wanganui
وائکاٹو	Waikato
خانیت قلات	Kalat
زدنی چودوو	Zadní Chodov
گولڈ کوسٹ، کوئنزلینڈ	Gold Coast
مارلبورو علاقہ	Marlborough (regio)
زڈوئی کاؤنٹی	Dzatö
زادزم	Zadzim
امام مسلم	Moslim ibn al-Hajjaj
زاسسنگے	Zaessingue
بریسٹ، بیلاروس	Brest (Wit-Rusland)
ظفررایا	Zafarraya
زففرانہ اتنا	Zafferana Etnea
زعفرا	Zafra
تاراناکی	Taranaki
جپنزیں	Japenzin
ضلع گسبورن	Gisborne (regio)
یک ایوانیت	Eenkamerstelsel
زاگارولو	Zagarolo
زگزیگ	Zagazig
تساگری	Tsageri (plaats)
زگورا، موروککو	Zagora (Marokko)
جیمز ہنٹ	James Hunt
زگرودنو	Zagrodno
زگورضیکزکی	Zagórzyczki
زگوروو	Zagórów
زہرادے لاسیرا	Zahara de la Sierra
زاہدان	Zahedan
تاینان	Tainan (stad)
کاچین ریاست	Kachin
علم الاعداد	Numerologie
ادائیگیوں کا توازن	Betalingsbalans
ذہنا	Zahna
سامسنگ گیلکسی ایس 3	Samsung Galaxy S III
خلیج ٹوکیو	Baai van Tokio
صوبہ الجزائر	Algiers (provincie)
صفریت	Encryptie
در حیات	In vivo
آزاد نظم	Vrij vers
کاملیت (ریاضیات)	Wiskundige optimalisatie
لانانس	Lanans
